panorama_file_name,latitude[deg],longitude[deg]
TMX7316010203-003044_pano_0000_000127,52.3676736689188,4.89803553776286
TMX7316010203-003044_pano_0000_000128,52.36767840384,4.897965485588
TMX7316010203-003044_pano_0000_000129,52.3676853374844,4.89789487210317
TMX7316010203-003044_pano_0000_000130,52.367691662256,4.89782383290202
TMX7316010203-003044_pano_0000_000131,52.3676978453914,4.89775313721933
TMX7316010203-003044_pano_0000_000132,52.3677042508185,4.8976814955438
TMX7316010203-003044_pano_0000_000133,52.3677105360995,4.89761010568991
TMX7316010203-003044_pano_0000_000134,52.3677167225379,4.89753951499454
TMX7316010203-003044_pano_0000_000135,52.3677275807401,4.89747067623116
TMX7316010203-003044_pano_0000_000136,52.3677586590445,4.89742322377042
TMX7316010203-003044_pano_0000_000137,52.3678030940411,4.89743558153595
TMX7316010203-003044_pano_0000_000138,52.3678442476133,4.89746992188339
TMX7316010203-003044_pano_0000_000139,52.3678837827012,4.89750883998728
TMX7316010203-003044_pano_0000_000140,52.3679237772585,4.89754612150902
TMX7316010203-003044_pano_0000_000141,52.3679640390893,4.89758280286934
TMX7316010203-003044_pano_0000_000142,52.3680041841196,4.89761896215867
TMX7316010203-003044_pano_0000_000143,52.3680446076607,4.89765447629391
TMX7316010203-003044_pano_0000_000144,52.3680850506818,4.89769005703807
TMX7316010203-003044_pano_0000_000145,52.3681249165486,4.89772692599804
TMX7316010203-003044_pano_0000_000146,52.3681645202748,4.89776461668769
TMX7316010203-003044_pano_0000_000147,52.3682048532894,4.89780099500425
TMX7316010203-003044_pano_0000_000148,52.3682458836289,4.89783624694687
TMX7316010203-003044_pano_0000_000149,52.3682859797558,4.89787362371735
TMX7316010203-003044_pano_0000_000150,52.3683255647424,4.89791155538488
TMX7316010203-003044_pano_0000_000151,52.3683650147238,4.89794905945019
TMX7316010203-003044_pano_0000_000152,52.3684042336806,4.89798685946259
TMX7316010203-003044_pano_0000_000153,52.3684433033475,4.89802424019738
TMX7316010203-003044_pano_0000_000154,52.3684822695212,4.89806169829545
TMX7316010203-003044_pano_0000_000155,52.3685216239808,4.89809860618225
TMX7316010203-003044_pano_0000_000156,52.3685610311551,4.89813513082888
TMX7316010203-003044_pano_0000_000157,52.3686005978827,4.89817187722901
TMX7316010203-003044_pano_0000_000158,52.3686399792127,4.89820880573081
TMX7316010203-003044_pano_0000_000159,52.3686796578265,4.89824500997868
TMX7316010203-003044_pano_0000_000160,52.3687189516956,4.89828115655648
TMX7316010203-003044_pano_0000_000161,52.3687586075671,4.89831685366253
TMX7316010203-003044_pano_0000_000162,52.3687977749972,4.89835300439535
TMX7316010203-003044_pano_0000_000163,52.3688368490949,4.89838894768049
TMX7316010203-003044_pano_0000_000164,52.3688762221457,4.89842473088704
TMX7316010203-003044_pano_0000_000165,52.3689153257739,4.89846052414569
TMX7316010203-003044_pano_0000_000166,52.3689541855414,4.89849628535326
TMX7316010203-003044_pano_0000_000167,52.3689928901735,4.89853253768709
TMX7316010203-003044_pano_0000_000168,52.3690318609255,4.89856908920026
TMX7316010203-003044_pano_0000_000169,52.3690706448209,4.89860576325015
TMX7316010203-003044_pano_0000_000170,52.3691092404299,4.89864248740677
TMX7316010203-003044_pano_0000_000171,52.3691481529672,4.89867783742476
TMX7316010203-003044_pano_0000_000172,52.3691867884125,4.89871332238277
TMX7316010203-003044_pano_0000_000173,52.3692255215738,4.89874845800393
TMX7316010203-003044_pano_0000_000174,52.3692641546344,4.89878364535526
TMX7316010203-003044_pano_0000_000175,52.369302509852,4.89881935397617
TMX7316010203-003044_pano_0000_000176,52.3693412165314,4.89885395424984
TMX7316010203-003044_pano_0000_000177,52.3693798655953,4.89888839534195
TMX7316010203-003044_pano_0000_000178,52.369418659869,4.89892398009458
TMX7316010203-003044_pano_0000_000179,52.3694571807677,4.89895948078427
TMX7316010203-003044_pano_0000_000180,52.3694956272571,4.89899488179274
TMX7316010203-003044_pano_0000_000181,52.3695336412186,4.89903041648744
TMX7316010203-003044_pano_0000_000182,52.3695719636672,4.89906414271343
TMX7316010203-003044_pano_0000_000183,52.3696088860214,4.89910086422019
TMX7316010203-003044_pano_0000_000184,52.3696296451739,4.89916013624682
TMX7316010203-003044_pano_0000_000185,52.3696247351389,4.89923252165143
TMX7316010203-003044_pano_0000_000186,52.3696130712711,4.89930526570926
TMX7316010203-003044_pano_0000_000187,52.3696010316062,4.89937789821778
TMX7316010203-003044_pano_0000_000188,52.369588052856,4.89945026554686
TMX7316010203-003044_pano_0000_000189,52.3695726433215,4.89952163200699
TMX7316010203-003044_pano_0000_000190,52.3695532076048,4.8995908968441
TMX7316010203-003044_pano_0000_000191,52.3695294002426,4.8996567580551
TMX7316010203-003044_pano_0000_000192,52.3695033504779,4.89972067117492
TMX7316010203-003044_pano_0000_000193,52.3694759976579,4.89978270509741
TMX7316010203-003044_pano_0000_000194,52.3694482135,4.89984402691189
TMX7316010203-003044_pano_0000_000195,52.3694204485898,4.8999069230909
TMX7316010203-003044_pano_0000_000196,52.3694058173273,4.89998061871722
TMX7316010203-003044_pano_0000_000197,52.3694223842984,4.9000337647675
TMX7316010203-003044_pano_0000_000198,52.3694505293644,4.90008270166098
TMX7316010203-003044_pano_0000_000199,52.3694879382295,4.90011994222614
TMX7316010203-003044_pano_0000_000200,52.3695317716211,4.90010830164317
TMX7316010203-003044_pano_0000_000201,52.3695669490196,4.90006223124804
TMX7316010203-003044_pano_0000_000202,52.3695975839583,4.90000747084375
TMX7316010203-003044_pano_0000_000203,52.3696279830324,4.89995290940872
TMX7316010203-003044_pano_0000_000204,52.3696574520316,4.89989665466998
TMX7316010203-003044_pano_0000_000205,52.3696843984019,4.8998368755462
TMX7316010203-003044_pano_0000_000206,52.3697047088195,4.89977054019855
TMX7316010203-003044_pano_0000_000207,52.3697211600053,4.89970158280518
TMX7316010203-003044_pano_0000_000208,52.3697342894845,4.89963122894987
TMX7316010203-003044_pano_0000_000209,52.3697466309203,4.89956127511141
TMX7316010203-003044_pano_0000_000210,52.3697588980566,4.89949209932694
TMX7316010203-003044_pano_0000_000211,52.3697713680149,4.89942355084782
TMX7316010203-003044_pano_0000_000212,52.3697825231037,4.89935447390644
TMX7316010203-003044_pano_0000_000213,52.3697949704562,4.8992855590886
TMX7316010203-003044_pano_0000_000214,52.3698081767258,4.89921715565695
TMX7316010203-003044_pano_0000_000215,52.3698207058094,4.8991488077689
TMX7316010203-003044_pano_0000_000216,52.3698330571993,4.89908053727202
TMX7316010203-003044_pano_0000_000217,52.3698457457538,4.89901250282821
TMX7316010203-003044_pano_0000_000218,52.36985882069,4.89894451596527
TMX7316010203-003044_pano_0000_000219,52.3698725699515,4.89887694116728
TMX7316010203-003044_pano_0000_000220,52.3698849610832,4.8988086156423
TMX7316010203-003044_pano_0000_000221,52.3698973435262,4.89874121498654
TMX7316010203-003044_pano_0000_000222,52.369909314776,4.89867427756166
TMX7316010203-003044_pano_0000_000223,52.3699212334975,4.89860645074769
TMX7316010203-003044_pano_0000_000224,52.3699338462321,4.89853907241714
TMX7316010203-003044_pano_0000_000225,52.369946136359,4.89847119941186
TMX7316010203-003044_pano_0000_000226,52.3699583466404,4.8984036639582
TMX7316010203-003044_pano_0000_000227,52.3699701664273,4.89833622227445
TMX7316010203-003044_pano_0000_000228,52.3699831073633,4.8982703958361
TMX7316010203-003044_pano_0000_000229,52.369993891465,4.89820856349277
TMX7316010203-003044_pano_0000_000230,52.3700007175729,4.8981551944097
TMX7316010203-003044_pano_0000_000231,52.3699804556637,4.89809513885204
TMX7316010203-003044_pano_0000_000232,52.3699435355902,4.89805385295496
TMX7316010203-003044_pano_0000_000233,52.3699047636927,4.89801749932356
TMX7316010203-003044_pano_0000_000234,52.3698656216941,4.89798199424238
TMX7316010203-003044_pano_0000_000235,52.3698264967131,4.89794634698595
TMX7316010203-003044_pano_0000_000236,52.3697875705051,4.8979095391443
TMX7316010203-003044_pano_0000_000237,52.3697489112958,4.89787219160093
TMX7316010203-003044_pano_0000_000238,52.3697105951137,4.89783486023039
TMX7316010203-003044_pano_0000_000239,52.3696720793574,4.89779825483746
TMX7316010203-003044_pano_0000_000240,52.3696334172216,4.89776182321877
TMX7316010203-003044_pano_0000_000241,52.3695948501382,4.8977260335172
TMX7316010203-003044_pano_0000_000242,52.3695564503157,4.89769072098954
TMX7316010203-003044_pano_0000_000243,52.3695169288165,4.89765849024375
TMX7316010203-003044_pano_0000_000244,52.369475790234,4.89763200367917
TMX7316010203-003044_pano_0000_000245,52.3694357918448,4.89760121966868
TMX7316010203-003044_pano_0000_000246,52.3693982950144,4.89756286721161
TMX7316010203-003044_pano_0000_000247,52.3693624931878,4.89752112367084
TMX7316010203-003044_pano_0000_000248,52.3693266307295,4.89748143455334
TMX7316010203-003044_pano_0000_000249,52.3692906727605,4.89744171635468
TMX7316010203-003044_pano_0000_000250,52.3692538298654,4.89740291139958
TMX7316010203-003044_pano_0000_000251,52.3692162951285,4.89736535659978
TMX7316010203-003044_pano_0000_000252,52.3691785753224,4.89732785467805
TMX7316010203-003044_pano_0000_000253,52.3691405326991,4.89729076671948
TMX7316010203-003044_pano_0000_000254,52.3691025960967,4.89725496749175
TMX7316010203-003044_pano_0000_000255,52.3691445862375,4.89729416598985
TMX7316010203-003044_pano_0000_000256,52.3691838643047,4.89732961814725
TMX7316010203-003044_pano_0000_000257,52.3692218071332,4.89736616644767
TMX7316010203-003044_pano_0000_000258,52.3692578809442,4.89740512607124
TMX7316010203-003044_pano_0000_000259,52.3692920953239,4.89744085677274
TMX7316010203-003044_pano_0000_000260,52.369324321789,4.8974738086412
TMX7316010203-003044_pano_0000_000261,52.3693527943447,4.89751041274391
TMX7316010203-003044_pano_0000_000262,52.3693837330226,4.8975482898078
TMX7316010203-003044_pano_0000_000263,52.3694204392064,4.89758364167075
TMX7316010203-003044_pano_0000_000264,52.3694564764574,4.89761691159968
TMX7316010203-003044_pano_0000_000265,52.36949379307,4.89764986923409
TMX7316010203-003044_pano_0000_000266,52.3695340119441,4.89767729122761
TMX7316010203-003044_pano_0000_000267,52.3695726676601,4.89770726491026
TMX7316010203-003044_pano_0000_000268,52.3696106033575,4.89774015960364
TMX7316010203-003044_pano_0000_000269,52.3696482834887,4.89777477638483
TMX7316010203-003044_pano_0000_000270,52.3696853702123,4.89781090560845
TMX7316010203-003044_pano_0000_000271,52.3697223229865,4.89784732313511
TMX7316010203-003044_pano_0000_000272,52.3697602445317,4.89788327490485
TMX7316010203-003044_pano_0000_000273,52.3698006926201,4.89791383651428
TMX7316010203-003044_pano_0000_000274,52.3698390703119,4.89794581064215
TMX7316010203-003044_pano_0000_000275,52.3698687264221,4.89784046670164
TMX7316010203-003044_pano_0000_000276,52.3698776612664,4.89776937734122
TMX7316010203-003044_pano_0000_000277,52.3698863183093,4.89769729814742
TMX7316010203-003044_pano_0000_000278,52.3698948358279,4.89762448751466
TMX7316010203-003044_pano_0000_000279,52.3699023438158,4.89755163341375
TMX7316010203-003044_pano_0000_000280,52.3699063322472,4.89747755903748
TMX7316010203-003044_pano_0000_000281,52.3698917039102,4.8974070172716
TMX7316010203-003044_pano_0000_000282,52.3698595291873,4.89735487773513
TMX7316010203-003044_pano_0000_000283,52.3698221322137,4.89731410574337
TMX7316010203-003044_pano_0000_000284,52.3697840882672,4.89727478020177
TMX7316010203-003044_pano_0000_000285,52.3697458021351,4.89723624091336
TMX7316010203-003044_pano_0000_000286,52.369706982,4.89719843135507
TMX7316010203-003044_pano_0000_000287,52.3696678215201,4.89716021404592
TMX7316010203-003044_pano_0000_000288,52.3696285228954,4.89712249467235
TMX7316010203-003044_pano_0000_000289,52.3695895377356,4.89708448344632
TMX7316010203-003044_pano_0000_000290,52.3695504153845,4.89704621000722
TMX7316010203-003044_pano_0000_000291,52.3695111686412,4.89700792274017
TMX7316010203-003044_pano_0000_000292,52.3694719087464,4.89696985334254
TMX7316010203-003044_pano_0000_000293,52.3694327615668,4.89693253124917
TMX7316010203-003044_pano_0000_000294,52.3693938008351,4.89689487316062
TMX7316010203-003044_pano_0000_000295,52.3693545637426,4.89685718630522
TMX7316010203-003044_pano_0000_000296,52.3693156369845,4.89681911264545
TMX7316010203-003044_pano_0000_000297,52.3692764126822,4.8967812455463
TMX7316010203-003044_pano_0000_000298,52.3692372504517,4.89674345177216
TMX7316010203-003044_pano_0000_000299,52.3691984379356,4.89670455096625
TMX7316010203-003044_pano_0000_000300,52.3691600934298,4.89666579450069
TMX7316010203-003044_pano_0000_000301,52.3691218307058,4.89662659512271
TMX7316010203-003044_pano_0000_000302,52.3690830790239,4.89658778618198
TMX7316010203-003044_pano_0000_000303,52.3690445612177,4.89654986876958
TMX7316010203-003044_pano_0000_000304,52.369005998452,4.89651258411126
TMX7316010203-003044_pano_0000_000305,52.3689672034441,4.89647463589576
TMX7316010203-003044_pano_0000_000306,52.3689284981748,4.89643692972556
TMX7316010203-003044_pano_0000_000307,52.368889797946,4.89639951802008
TMX7316010203-003044_pano_0000_000308,52.3688512423768,4.8963624722458
TMX7316010203-003044_pano_0000_000309,52.3688126380943,4.89632446244177
TMX7316010203-003044_pano_0000_000310,52.3687741133048,4.89628669059909
TMX7316010203-003044_pano_0000_000311,52.368735755459,4.89624873894971
TMX7316010203-003044_pano_0000_000312,52.3686976483408,4.89621038450657
TMX7316010203-003044_pano_0000_000313,52.3686594465629,4.89617246537584
TMX7316010203-003044_pano_0000_000314,52.3686210937192,4.89613515832405
TMX7316010203-003044_pano_0000_000315,52.3685824912259,4.89609986472452
TMX7316010203-003044_pano_0000_000316,52.3685443933506,4.89606503393876
TMX7316010203-003044_pano_0000_000317,52.3685051796163,4.89603034410131
TMX7316010203-003044_pano_0000_000318,52.3684655173433,4.89599676159116
TMX7316010203-003044_pano_0000_000319,52.3684260306426,4.89596405428666
TMX7316010203-003044_pano_0001_000000,52.3705714970967,4.89444459579661
TMX7316010203-003044_pano_0001_000001,52.370615690207,4.89446001459989
TMX7316010203-003044_pano_0001_000002,52.3706600178287,4.89447549394891
TMX7316010203-003044_pano_0001_000003,52.37070434207,4.89449189939512
TMX7316010203-003044_pano_0001_000004,52.3707486449945,4.89451132472781
TMX7316010203-003044_pano_0001_000005,52.370792782663,4.89453203336309
TMX7316010203-003044_pano_0001_000006,52.3708358095309,4.89455443596799
TMX7316010203-003044_pano_0001_000007,52.3708792933482,4.89458032538362
TMX7316010203-003044_pano_0001_000008,52.370921009637,4.89461077218773
TMX7316010203-003044_pano_0001_000009,52.3709598972989,4.89464434197426
TMX7316010203-003044_pano_0001_000010,52.3709989464377,4.89467947232645
TMX7316010203-003044_pano_0002_000000,52.3711237503978,4.89478603047968
TMX7316010203-003044_pano_0002_000001,52.3711609753836,4.89482286687814
TMX7316010203-003044_pano_0002_000002,52.3711978483517,4.89486037014526
TMX7316010203-003044_pano_0002_000003,52.3712301775008,4.89489074501184
TMX7316010203-003044_pano_0002_000004,52.3712674931494,4.89492800942697
TMX7316010203-003044_pano_0002_000005,52.3713049746418,4.89496641517453
TMX7316010203-003044_pano_0002_000006,52.3713423870148,4.89500598446481
TMX7316010203-003044_pano_0002_000007,52.3713797417361,4.89504718794457
TMX7316010203-003044_pano_0002_000008,52.3714171431371,4.89508798530304
TMX7316010203-003044_pano_0002_000009,52.371454230153,4.89512880818163
TMX7316010203-003044_pano_0002_000010,52.3714922194294,4.89516572295573
TMX7316010203-003044_pano_0002_000011,52.3715307972297,4.89519803314068
TMX7316010203-003044_pano_0002_000012,52.3715681940571,4.89523674600457
TMX7316010203-003044_pano_0002_000013,52.3716049477273,4.89527805112002
TMX7316010203-003044_pano_0002_000014,52.3716410024943,4.89532010555553
TMX7316010203-003044_pano_0002_000015,52.3716758938527,4.8953613316498
TMX7316010203-003044_pano_0002_000016,52.3717115546117,4.89540302460871
TMX7316010203-003044_pano_0002_000017,52.3717477179476,4.89544549548758
TMX7316010203-003044_pano_0003_000000,52.3753889383759,4.89997141404219
TMX7316010203-003044_pano_0003_000001,52.3754145303708,4.89990699442017
TMX7316010203-003044_pano_0003_000002,52.3754196055446,4.89983296561713
TMX7316010203-003044_pano_0003_000003,52.3754687632873,4.89986608800721
TMX7316010203-003044_pano_0003_000004,52.3755098393797,4.89990676232212
TMX7316010203-003044_pano_0003_000005,52.3755485128919,4.8999518115962
TMX7316010203-003044_pano_0003_000006,52.375587139401,4.89999551430046
TMX7316010203-003044_pano_0003_000007,52.3755536850501,4.8999555594324
TMX7316010203-003044_pano_0003_000008,52.3755180368369,4.89991346692995
TMX7316010203-003044_pano_0003_000009,52.375481000673,4.89987421503283
TMX7316010203-003044_pano_0003_000010,52.3754432165813,4.89983698787112
TMX7316010203-003044_pano_0003_000011,52.3754065216594,4.89979624667647
TMX7316010203-003044_pano_0003_000012,52.3753685553876,4.89975920863557
TMX7316010203-003044_pano_0003_000013,52.3753301997157,4.89972203295987
TMX7316010203-003044_pano_0003_000014,52.3752916784819,4.89968490040634
TMX7316010203-003044_pano_0003_000015,52.3752531211076,4.89964714090338
TMX7316010203-003044_pano_0003_000016,52.3752145654282,4.89960885653817
TMX7316010203-003044_pano_0003_000017,52.3751762485813,4.89957002904269
TMX7316010203-003044_pano_0003_000018,52.375138043991,4.89953099566513
TMX7316010203-003044_pano_0003_000019,52.375100095958,4.89949263103215
TMX7316010203-003044_pano_0003_000020,52.3750617687814,4.89945476509451
TMX7316010203-003044_pano_0003_000021,52.3750231131419,4.89941763375306
TMX7316010203-003044_pano_0003_000022,52.3749845181635,4.89938088764385
TMX7316010203-003044_pano_0003_000023,52.3749457566731,4.8993442063803
TMX7316010203-003044_pano_0003_000024,52.3749073700878,4.89930667067369
TMX7316010203-003044_pano_0003_000025,52.3748692391963,4.89926902390818
TMX7316010203-003044_pano_0003_000026,52.3748316229456,4.89922946388167
TMX7316010203-003044_pano_0003_000027,52.3747937460173,4.89919158360836
TMX7316010203-003044_pano_0004_000000,52.3715218279037,4.89674813709441
TMX7316010203-003044_pano_0004_000001,52.3714800495429,4.8967239704529
TMX7316010203-003044_pano_0004_000002,52.371442123375,4.89668368582091
TMX7316010203-003044_pano_0004_000003,52.3714045010998,4.8966428518684
TMX7316010203-003044_pano_0004_000004,52.3713662260503,4.89660294768072
TMX7316010203-003044_pano_0004_000005,52.3713278749417,4.89656356094133
TMX7316010203-003044_pano_0004_000006,52.371289487143,4.89652418055888
TMX7316010203-003044_pano_0004_000007,52.3712510363036,4.8964855767346
TMX7316010203-003044_pano_0004_000008,52.3712122073401,4.89644882946037
TMX7316010203-003044_pano_0004_000009,52.3711734768163,4.89641313361851
TMX7316010203-003044_pano_0004_000010,52.3711347408971,4.89637810199002
